"return_id","order__order_id","product__product_id","customer__customer_id","return_unit_cost","return_unit_quantity","wdf__client_id","return_unit_paid_amount","date","return_date"
"R-0YQCZKWN","O-3YW3AEM3","P-2LT415KA","C-38KI1ERS","226.07","6","merchant__clothing","391.49","2023-11-14 11:47:59","2023-11-14 11:47:59"
"R-L5STQZFG","O-S1NPXPG0","P-AOCIVY7V","C-0B9YJG1F","365.03","5","merchant__electronics","765.61","2023-11-14 12:57:40","2023-11-14 12:57:40"
"R-02JV0GNI","O-8L1AEVL9","P-MPQ6WXMT","C-N8R69DHT","505.47","8","merchant__electronics","598.12","2023-11-14 15:02:11","2023-11-14 15:02:11"
"R-FALVHXKX","O-4J1OEUYF","P-R7M1D68U","C-5MX52VV1","296.74","1","merchant__bigboxretailer","507.87","2023-11-14 15:21:12","2023-11-14 15:21:12"
"R-6MJ92HSY","O-XJY8Q4BR","P-QQ2OV12P","C-1A0FFLSW","47.93","9","merchant__bigboxretailer","170.69","2023-11-14 16:52:09","2023-11-14 16:52:09"
"R-AII0DKSR","O-18J32326","P-B01VWS38","C-BU5MD4Y3","185.4","6","merchant__electronics","770.72","2023-11-14 16:59:37","2023-11-14 16:59:37"
"R-O1BOIKXU","O-X8U0A89O","P-QQ2OV12P","C-FXR22MS0","195.46","10","merchant__clothing","167.87","2023-11-14 18:05:34","2023-11-14 18:05:34"
"R-EBWY0JWH","O-P7BVQ5M3","P-9NRU3SVM","C-28ERT6TX","216.23","1","merchant__bigboxretailer","464.49","2023-11-14 18:55:07","2023-11-14 18:55:07"
"R-F8FL9Q2G","O-B0OQM749","P-IW00QT67","C-Z0V8QIZX","103.47","5","merchant__bigboxretailer","346.91","2023-11-14 19:25:45","2023-11-14 19:25:45"
"R-XYZKUDON","O-DKWPHSYQ","P-3QEYGQT6","C-5W6WBZXL","92.44","9","merchant__electronics","368.76","2023-11-14 20:06:49","2023-11-14 20:06:49"
"R-2HNX94Z5","O-EZ3R7LT6","P-KTIPZKCX","C-S9LDKIPW","30.84","3","merchant__electronics","103.64","2023-11-14 21:36:39","2023-11-14 21:36:39"
"R-2F0BRRGG","O-7F1V14KT","P-I1EK2RA1","C-W6DS3CDZ","321.66","2","merchant__electronics","616.6","2023-11-14 21:40:48","2023-11-14 21:40:48"
"R-HWA7N10C","O-I2F4LLIZ","P-V8JCV0J1","C-RXIHRI6Z","13.9","3","merchant__bigboxretailer","187.92","2023-11-15 10:20:49","2023-11-15 10:20:49"
"R-CTCN0LKK","O-WAYAJR48","P-7C6SF1AO","C-Z6PTWN8K","322.01","3","merchant__bigboxretailer","563.36","2023-11-15 10:29:15","2023-11-15 10:29:15"
"R-0BJA66OT","O-P7BVQ5M3","P-6GC7XGPK","C-28ERT6TX","327.98","7","merchant__bigboxretailer","351.72","2023-11-15 10:59:03","2023-11-15 10:59:03"
"R-ST19PJQ8","O-V7I29W95","P-WJ02AIHW","C-ZN5JRUZP","48.76","8","merchant__electronics","44.63","2023-11-15 13:33:33","2023-11-15 13:33:33"
"R-8O927IY1","O-JAQJJ5UY","P-YHQL78FM","C-EZFNMIH4","102.41","8","merchant__bigboxretailer","619.75","2023-11-15 14:16:55","2023-11-15 14:16:55"
"R-7TGN4BFM","O-7F1V14KT","P-HNI2QR67","C-W6DS3CDZ","690.89","6","merchant__electronics","403.4","2023-11-15 16:35:15","2023-11-15 16:35:15"
"R-EF9FE648","O-4C8L1FHT","P-Z59F8USY","C-BQVAQ1SX","490.55","1","merchant__electronics","414.22","2023-11-15 16:47:04","2023-11-15 16:47:04"
"R-2GERXKUO","O-U56DA0ED","P-XK8I8GS4","C-G2GF2WXB","167.91","1","merchant__bigboxretailer","485.22","2023-11-15 17:30:24","2023-11-15 17:30:24"
"R-VX29HUTW","O-CUZXT3CH","P-KODMDODH","C-KVGD283R","101.17","4","merchant__electronics","389.67","2023-11-15 18:26:49","2023-11-15 18:26:49"
"R-2FSBKSH4","O-I2F4LLIZ","P-FIILZP9M","C-RXIHRI6Z","146.19","7","merchant__bigboxretailer","334.51","2023-11-16 00:56:17","2023-11-16 00:56:17"
"R-K7YUF3OQ","O-B5D2I0MI","P-MC5L29EJ","C-091ANJP9","138.11","1","merchant__bigboxretailer","399.79","2023-11-16 07:00:11","2023-11-16 07:00:11"
"R-98X330ZV","O-I5F3F53H","P-WJ02AIHW","C-VAGRNVUH","44.71","10","merchant__electronics","29.22","2023-11-16 07:12:39","2023-11-16 07:12:39"
"R-C7E8TXWE","O-CBBKUDN9","P-NX4CXFV5","C-K7H3YZPL","762.43","4","merchant__clothing","541.96","2023-11-16 09:30:47","2023-11-16 09:30:47"
"R-1U7W0L9E","O-3YW3AEM3","P-2PS6UREM","C-38KI1ERS","424.7","1","merchant__clothing","446.17","2023-11-16 12:35:39","2023-11-16 12:35:39"
"R-TTYAX6U9","O-3YW3AEM3","P-6JQQCPTT","C-38KI1ERS","99.66","6","merchant__clothing","554.51","2023-11-16 13:29:52","2023-11-16 13:29:52"
"R-6I204V81","O-OKRUVYNL","P-QTCC1QZX","C-SKKXTKP2","424.41","9","merchant__bigboxretailer","352.96","2023-11-16 13:39:45","2023-11-16 13:39:45"
"R-IM9E78RA","O-1WD6QW0X","P-Z1MH6RU4","C-YQXYHPZP","22.98","7","merchant__bigboxretailer","396.4","2023-11-16 18:34:02","2023-11-16 18:34:02"
"R-0ALR8NAB","O-52C6OQAZ","P-3QEYGQT6","C-1WBYWCI6","319.4","7","merchant__electronics","548.21","2023-11-16 19:41:34","2023-11-16 19:41:34"
"R-AP6CI1SH","O-4GOT4KN9","P-WXWJ1PQH","C-A3LRMWIF","776.93","6","merchant__electronics","902.01","2023-11-16 22:58:11","2023-11-16 22:58:11"
"R-DEF10SB8","O-MUA5RZWZ","P-YS3GT836","C-3AKRH5IA","126.27","2","merchant__bigboxretailer","699.1","2023-11-17 04:31:57","2023-11-17 04:31:57"
"R-LT2G4LON","O-OY5RX70T","P-V8JCV0J1","C-9591Q0WD","175.21","7","merchant__clothing","159.35","2023-11-17 05:09:08","2023-11-17 05:09:08"
"R-ZHXS9ATG","O-4GOT4KN9","P-0EHNKABW","C-A3LRMWIF","48.04","8","merchant__electronics","227.2","2023-11-17 09:07:55","2023-11-17 09:07:55"
"R-0EV9TI52","O-K9SOCRMP","P-4KW88B3C","C-YDGXY5AH","116.74","5","merchant__clothing","315.88","2023-11-17 09:34:08","2023-11-17 09:34:08"
"R-5JB7J29E","O-K9SOCRMP","P-MSABXCSH","C-YDGXY5AH","104.79","3","merchant__clothing","441.94","2023-11-17 10:29:52","2023-11-17 10:29:52"
"R-0PVXML53","O-W1BV3D88","P-7C6SF1AO","C-WOXF8B4E","115.66","2","merchant__bigboxretailer","146.92","2023-11-17 10:46:25","2023-11-17 10:46:25"
"R-NKJD36OS","O-OKRUVYNL","P-ODTOG0C1","C-SKKXTKP2","101.13","2","merchant__bigboxretailer","341.76","2023-11-17 10:58:11","2023-11-17 10:58:11"
"R-FWR5DAHC","O-DPOC4P8W","P-KTIPZKCX","C-LISJU9JL","304.11","10","merchant__electronics","400.29","2023-11-17 13:14:04","2023-11-17 13:14:04"
"R-RGDW9RFJ","O-JIDHO8ZT","P-4CG2IOLF","C-XX5U9OK5","39.51","7","merchant__electronics","312.52","2023-11-17 19:15:54","2023-11-17 19:15:54"
"R-IGF8YHPY","O-974E68MT","P-QCFV8W45","C-9GAPBW6Q","19.23","5","merchant__electronics","76.18","2023-11-17 20:15:04","2023-11-17 20:15:04"
"R-CN2H31A9","O-8BQ0A3HS","P-6YXUDZDH","C-ILTRCNYC","6.49","6","merchant__bigboxretailer","384.73","2023-11-17 20:27:07","2023-11-17 20:27:07"
"R-1102AT76","O-4YQIJSHG","P-KODMDODH","C-TWND8DCP","601.94","4","merchant__electronics","601.42","2023-11-17 21:18:01","2023-11-17 21:18:01"
"R-SD6ZQX1N","O-985FL5OS","P-6GC7XGPK","C-H2CGHOK3","355.22","5","merchant__electronics","527.26","2023-11-17 21:34:48","2023-11-17 21:34:48"
"R-HVPXG819","O-FIFNENFV","P-WXWJ1PQH","C-PXF5BRJ0","200.87","7","merchant__electronics","640.67","2023-11-17 21:39:34","2023-11-17 21:39:34"
"R-8E85YB93","O-TR76NRIB","P-KYRSOO4D","C-YDQX9GVI","409.2","4","merchant__bigboxretailer","567.15","2023-11-17 22:38:02","2023-11-17 22:38:02"
"R-D9B3MPO3","O-X9KQEZ4H","P-Z1MH6RU4","C-GJQ9K9E9","214.03","3","merchant__bigboxretailer","174.13","2023-11-17 22:48:30","2023-11-17 22:48:30"
"R-XZNB4ZX5","O-MUA5RZWZ","P-XLCOJWPX","C-3AKRH5IA","286.7","2","merchant__bigboxretailer","590.97","2023-11-18 05:23:33","2023-11-18 05:23:33"
"R-61F5PF2F","O-985FL5OS","P-KTIPZKCX","C-H2CGHOK3","749.11","3","merchant__electronics","642.2","2023-11-18 10:08:57","2023-11-18 10:08:57"
"R-16YLN7F3","O-IG2CQ96Q","P-ZHBUWTA0","C-9PKT3JDD","594.45","7","merchant__electronics","598.05","2023-11-18 14:56:57","2023-11-18 14:56:57"
"R-SKO348WM","O-CBBKUDN9","P-BZG799N1","C-K7H3YZPL","315.54","6","merchant__clothing","430.28","2023-11-18 16:58:17","2023-11-18 16:58:17"
"R-KW42U2JG","O-JIDHO8ZT","P-FKPTQI59","C-XX5U9OK5","25.76","8","merchant__electronics","53.25","2023-11-18 17:00:21","2023-11-18 17:00:21"
"R-LBJFJDS1","O-TO2M9FFN","P-6GC7XGPK","C-PFL6YY09","224.94","1","merchant__electronics","376.71","2023-11-18 19:39:46","2023-11-18 19:39:46"
"R-2UJO7MD8","O-YV63SYC1","P-3QEYGQT6","C-FE3PIGVT","805.76","7","merchant__electronics","841.47","2023-11-18 20:35:24","2023-11-18 20:35:24"
"R-AG49A1VA","O-TO2M9FFN","P-4CG2IOLF","C-PFL6YY09","58.14","3","merchant__electronics","53.09","2023-11-18 21:53:49","2023-11-18 21:53:49"
"R-TGPU5T3P","O-I2F4LLIZ","P-155PCQB5","C-RXIHRI6Z","548.74","5","merchant__bigboxretailer","469.69","2023-11-18 22:47:02","2023-11-18 22:47:02"
"R-78CD37P7","O-V7I29W95","P-KTIPZKCX","C-ZN5JRUZP","75.07","3","merchant__electronics","260.38","2023-11-19 09:33:23","2023-11-19 09:33:23"
"R-81L687BA","O-TO2M9FFN","P-BZG799N1","C-PFL6YY09","192.81","7","merchant__electronics","293.62","2023-11-19 13:04:35","2023-11-19 13:04:35"
"R-Q81BZ1IB","O-CUZXT3CH","P-4KW88B3C","C-KVGD283R","169.87","9","merchant__electronics","189.89","2023-11-19 15:53:02","2023-11-19 15:53:02"
"R-61VLLI2J","O-JT6FZXMF","P-I1EK2RA1","C-LS68YW8I","292.57","9","merchant__electronics","293.65","2023-11-19 17:06:49","2023-11-19 17:06:49"
"R-2F7PC5TM","O-4J1OEUYF","P-YS3GT836","C-5MX52VV1","69.52","10","merchant__bigboxretailer","43.57","2023-11-19 17:06:58","2023-11-19 17:06:58"
"R-OQ2AAZA7","O-MERKWTCB","P-0EHNKABW","C-1MU07F9E","730.47","8","merchant__electronics","548.28","2023-11-19 17:29:21","2023-11-19 17:29:21"
"R-Z5D4Y8HZ","O-W1BV3D88","P-1RZN2MS3","C-WOXF8B4E","195.45","1","merchant__bigboxretailer","210.43","2023-11-19 17:49:01","2023-11-19 17:49:01"
"R-0JV8CWP6","O-FIFNENFV","P-TLNTAS8N","C-PXF5BRJ0","287.04","2","merchant__electronics","824.47","2023-11-19 18:03:48","2023-11-19 18:03:48"
"R-OTZBWW3I","O-985FL5OS","P-MPQ6WXMT","C-H2CGHOK3","99.75","10","merchant__electronics","263.14","2023-11-19 21:51:03","2023-11-19 21:51:03"
"R-QV59YW3U","O-60WH14TZ","P-TLNTAS8N","C-DT1JEFO5","182.81","4","merchant__clothing","186.24","2023-11-20 08:25:58","2023-11-20 08:25:58"
"R-0MUWMJ4N","O-OM14XPAA","P-0EHNKABW","C-RCFQNEH4","21.66","9","merchant__clothing","459.78","2023-11-20 16:12:01","2023-11-20 16:12:01"
"R-GWTDMLKZ","O-CBBKUDN9","P-I1EK2RA1","C-K7H3YZPL","72.38","8","merchant__clothing","194.11","2023-11-20 16:20:32","2023-11-20 16:20:32"
"R-816WGIHS","O-H1IVNCBE","P-OZOXVVH9","C-EP4TRCFS","24.26","8","merchant__electronics","74.77","2023-11-21 03:31:05","2023-11-21 03:31:05"
"R-CQ67BIMR","O-LAC3GF3Y","P-WXWJ1PQH","C-TFJ6XL01","11.45","5","merchant__electronics","76.54","2023-11-21 07:18:13","2023-11-21 07:18:13"
"R-W68OC4WQ","O-N5ZX51NZ","P-4CG2IOLF","C-QEWC9EPE","153.74","4","merchant__electronics","331.11","2023-11-21 07:32:02","2023-11-21 07:32:02"
"R-RBNJR4JJ","O-01DTRVNJ","P-XLCOJWPX","C-56ITUAQB","766.23","3","merchant__bigboxretailer","734.33","2023-11-21 07:41:20","2023-11-21 07:41:20"
"R-9XCFOKRB","O-0E7G5ZDI","P-2PS6UREM","C-8YLZ9JP4","28.37","7","merchant__electronics","135.96","2023-11-21 10:20:42","2023-11-21 10:20:42"
"R-MOXPX91W","O-6BENIM0C","P-ISSHH50H","C-KFMOI80A","145.74","9","merchant__clothing","193.97","2023-11-21 11:44:54","2023-11-21 11:44:54"
"R-SBG0PMUJ","O-N5ZX51NZ","P-B01VWS38","C-QEWC9EPE","28.45","1","merchant__electronics","21.4","2023-11-21 12:47:00","2023-11-21 12:47:00"
"R-FT6ZFUYK","O-S67BZR4W","P-TLNTAS8N","C-RJRJM5KO","176.1","8","merchant__electronics","225.24","2023-11-21 18:15:16","2023-11-21 18:15:16"
"R-W1HJ1XIL","O-I2F4LLIZ","P-WH20NQO6","C-RXIHRI6Z","385.18","4","merchant__bigboxretailer","969.02","2023-11-21 19:21:09","2023-11-21 19:21:09"
"R-DOO50JBG","O-V7I29W95","P-Z59F8USY","C-ZN5JRUZP","135.15","2","merchant__electronics","308.5","2023-11-21 21:12:03","2023-11-21 21:12:03"
"R-E8Y9VPF2","O-EZ3R7LT6","P-4KW88B3C","C-S9LDKIPW","17.73","1","merchant__electronics","246.03","2023-11-21 21:55:09","2023-11-21 21:55:09"
"R-JD8M95AG","O-ENNONZC2","P-VWPB01YN","C-G65NMRUV","435.37","9","merchant__bigboxretailer","405.42","2023-11-22 02:11:01","2023-11-22 02:11:01"
"R-0KW3QWM5","O-IG2CQ96Q","P-XLCOJWPX","C-9PKT3JDD","17.33","6","merchant__electronics","12.88","2023-11-22 15:53:59","2023-11-22 15:53:59"
"R-G3JRX522","O-TPDRFAZ7","P-EHKJYGAL","C-CMUADJM3","525.17","4","merchant__electronics","597.93","2023-11-22 17:56:00","2023-11-22 17:56:00"
"R-9GXENDL4","O-MERKWTCB","P-TLNTAS8N","C-1MU07F9E","281.37","5","merchant__electronics","232.95","2023-11-22 20:45:47","2023-11-22 20:45:47"
"R-6WCI69U9","O-4DJWZXAB","P-WJ02AIHW","C-4ALPKHKL","45.56","9","merchant__electronics","237.34","2023-11-22 21:22:54","2023-11-22 21:22:54"
"R-4TDCFC8K","O-4GOT4KN9","P-6GC7XGPK","C-A3LRMWIF","270.04","3","merchant__electronics","230.42","2023-11-22 22:13:30","2023-11-22 22:13:30"
"R-EJNL47GD","O-OM14XPAA","P-UUC7BMGK","C-RCFQNEH4","461.01","10","merchant__clothing","834.95","2023-11-23 12:54:51","2023-11-23 12:54:51"
"R-FKCXMFI3","O-IG2CQ96Q","P-EHKJYGAL","C-9PKT3JDD","390.55","4","merchant__electronics","595.59","2023-11-23 13:01:59","2023-11-23 13:01:59"
"R-4PWQ6X8A","O-IG2CQ96Q","P-4NZA2QGO","C-9PKT3JDD","96.88","9","merchant__electronics","70.56","2023-11-23 13:54:26","2023-11-23 13:54:26"
"R-G72N0TUC","O-Q6P5CUGF","P-YHQL78FM","C-02UXRWKA","55.19","7","merchant__electronics","74.39","2023-11-23 13:55:42","2023-11-23 13:55:42"
"R-Z83474IU","O-IG2CQ96Q","P-6YXUDZDH","C-9PKT3JDD","635.0","6","merchant__electronics","533.79","2023-11-23 16:21:30","2023-11-23 16:21:30"
"R-0D5CGG2A","O-UAWTJCWP","P-4NZA2QGO","C-8KNH2B1S","211.92","3","merchant__electronics","251.48","2023-11-23 16:24:49","2023-11-23 16:24:49"
"R-EHJW6ILA","O-V5BOB4CF","P-NRIYW4Z2","C-ZT4BMHXI","777.66","8","merchant__clothing","964.51","2023-11-23 18:56:01","2023-11-23 18:56:01"
"R-3FCJTUJT","O-YFN16O01","P-EHKJYGAL","C-JHVY4N8H","445.97","3","merchant__electronics","316.48","2023-11-23 18:58:20","2023-11-23 18:58:20"
"R-9P4U9LTY","O-PXWUQGFS","P-7C6SF1AO","C-WWTES96G","115.74","7","merchant__bigboxretailer","148.15","2023-11-23 19:15:38","2023-11-23 19:15:38"
"R-7C5NF1T9","O-ML8S75HL","P-1RZN2MS3","C-2PI8AOL5","615.23","9","merchant__bigboxretailer","574.82","2023-11-23 19:24:31","2023-11-23 19:24:31"
"R-TAKE55U2","O-TO2M9FFN","P-B01VWS38","C-PFL6YY09","18.71","8","merchant__electronics","124.31","2023-11-23 20:54:18","2023-11-23 20:54:18"
"R-Y95AW4DF","O-N5ZX51NZ","P-4KW88B3C","C-QEWC9EPE","160.01","6","merchant__electronics","191.2","2023-11-24 13:54:47","2023-11-24 13:54:47"
"R-MGCSEPJ6","O-V5BOB4CF","P-TB2IC3IY","C-ZT4BMHXI","163.94","4","merchant__clothing","209.18","2023-11-24 17:00:37","2023-11-24 17:00:37"
"R-GDLSGJ8W","O-7DGUEOJU","P-EHKJYGAL","C-IP4E6H3O","12.58","5","merchant__electronics","7.81","2023-11-24 17:26:37","2023-11-24 17:26:37"
"R-QZ371DMP","O-FGXU4V6V","P-HNI2QR67","C-DHYQLPSM","339.51","5","merchant__electronics","332.04","2023-11-24 17:26:53","2023-11-24 17:26:53"
"R-K6N7QJDE","O-TO2M9FFN","P-KODMDODH","C-PFL6YY09","453.5","9","merchant__electronics","718.49","2023-11-24 17:40:27","2023-11-24 17:40:27"
"R-YZ0KWVKF","O-S67BZR4W","P-WJ02AIHW","C-RJRJM5KO","32.8","2","merchant__electronics","116.9","2023-11-24 17:51:03","2023-11-24 17:51:03"
"R-YITAYG0E","O-974E68MT","P-WXWJ1PQH","C-9GAPBW6Q","350.13","6","merchant__electronics","824.96","2023-11-24 19:49:16","2023-11-24 19:49:16"
"R-OC9NPNPG","O-EOR6RIE4","P-ISSHH50H","C-1EAZIG6S","665.6","7","merchant__electronics","815.53","2023-11-24 20:31:04","2023-11-24 20:31:04"
"R-QRPX0JE2","O-MM3MUED5","P-Z59F8USY","C-LI013NRJ","4.08","7","merchant__electronics","44.24","2023-11-24 21:22:54","2023-11-24 21:22:54"
"R-S2TCRCFZ","O-P8DU2VKU","P-YHQL78FM","C-65CBNU9A","169.75","1","merchant__electronics","223.9","2023-11-24 21:36:54","2023-11-24 21:36:54"
"R-YXCB44R5","O-TPDRFAZ7","P-2PS6UREM","C-CMUADJM3","2.03","6","merchant__electronics","0.84","2023-11-24 21:39:18","2023-11-24 21:39:18"
"R-N4LE9JSE","O-N5ZX51NZ","P-AOCIVY7V","C-QEWC9EPE","668.67","8","merchant__electronics","642.08","2023-11-25 09:39:02","2023-11-25 09:39:02"
"R-RDL706N8","O-MM3MUED5","P-I1EK2RA1","C-LI013NRJ","25.59","4","merchant__electronics","83.5","2023-11-25 10:10:41","2023-11-25 10:10:41"
"R-8GHQZFAC","O-PD07CAL0","P-0EHNKABW","C-G8FUY718","78.96","1","merchant__electronics","109.93","2023-11-25 12:14:04","2023-11-25 12:14:04"
"R-G7H0S7V6","O-4C20RGDY","P-6YXUDZDH","C-F3P3EJ06","161.53","6","merchant__electronics","709.62","2023-11-25 13:48:52","2023-11-25 13:48:52"
"R-0CDPGGFO","O-BGWF13OX","P-JFNWQIFR","C-IVDYT0IE","348.37","5","merchant__bigboxretailer","537.11","2023-11-25 17:06:57","2023-11-25 17:06:57"
"R-F54XRQXJ","O-N5ZX51NZ","P-I1EK2RA1","C-QEWC9EPE","542.24","10","merchant__electronics","403.83","2023-11-25 17:51:37","2023-11-25 17:51:37"
"R-NGSN4EKF","O-W8R7HLVT","P-OZOXVVH9","C-RCG8Y8JH","484.1","5","merchant__electronics","671.59","2023-11-25 19:24:39","2023-11-25 19:24:39"
"R-PVVF053F","O-MM3MUED5","P-0EHNKABW","C-LI013NRJ","305.68","6","merchant__electronics","492.25","2023-11-25 20:27:23","2023-11-25 20:27:23"
"R-B9C28EUD","O-8BQ0A3HS","P-JFNWQIFR","C-ILTRCNYC","55.13","1","merchant__bigboxretailer","86.48","2023-11-25 20:31:06","2023-11-25 20:31:06"
"R-6E0CCFG2","O-4G9ORIZX","P-6YXUDZDH","C-Z3LIMVRD","510.16","5","merchant__electronics","363.52","2023-11-25 20:31:37","2023-11-25 20:31:37"
"R-ZR57Q12Q","O-MM3MUED5","P-TLNTAS8N","C-LI013NRJ","27.47","2","merchant__electronics","59.71","2023-11-25 21:21:14","2023-11-25 21:21:14"
"R-417G7IDB","O-HMNM1MAV","P-MPQ6WXMT","C-953FMOXP","203.97","3","merchant__electronics","185.38","2023-11-26 05:43:56","2023-11-26 05:43:56"
"R-6GO26H5L","O-4G9ORIZX","P-XLCOJWPX","C-Z3LIMVRD","268.46","5","merchant__electronics","285.95","2023-11-26 16:06:01","2023-11-26 16:06:01"
"R-V3OB1L09","O-6ENDG2MZ","P-FKPTQI59","C-M1FSYMD6","118.58","9","merchant__electronics","618.18","2023-11-26 18:50:00","2023-11-26 18:50:00"
"R-4ZY6Z8PN","O-04P3RMUA","P-ISSHH50H","C-2G2DBOYI","403.24","7","merchant__electronics","354.5","2023-11-26 21:16:46","2023-11-26 21:16:46"
"R-LHWCT1Z7","O-MM3MUED5","P-MPQ6WXMT","C-LI013NRJ","217.18","3","merchant__electronics","284.6","2023-11-26 21:24:56","2023-11-26 21:24:56"
"R-D6MVNIGZ","O-2CD4VERD","P-HNI2QR67","C-NHUXDUI4","600.15","1","merchant__electronics","371.35","2023-11-27 04:34:58","2023-11-27 04:34:58"
"R-DCDJZGFH","O-FRJOYKEW","P-9NRU3SVM","C-PIS06T00","22.04","6","merchant__bigboxretailer","254.66","2023-11-27 16:42:12","2023-11-27 16:42:12"
"R-0WVDIK3N","O-J0787NPB","P-3QEYGQT6","C-112VDCB0","422.84","2","merchant__electronics","867.62","2023-11-27 18:55:11","2023-11-27 18:55:11"
"R-5B5MZV8M","O-4C20RGDY","P-6GC7XGPK","C-F3P3EJ06","49.15","9","merchant__electronics","375.08","2023-11-27 21:02:04","2023-11-27 21:02:04"
"R-TL2Q3QU6","O-QHKBCO04","P-IW00QT67","C-SVJ2Y1UW","47.91","1","merchant__bigboxretailer","56.41","2023-11-28 06:20:44","2023-11-28 06:20:44"
"R-2CAHC2KM","O-2DVEY4SR","P-0NWV2F1G","C-DJ1MJMRQ","103.34","2","merchant__clothing","172.32","2023-11-28 08:46:42","2023-11-28 08:46:42"
"R-9GAH8GGK","O-HPM6EW10","P-XK8I8GS4","C-VGBIR19P","116.03","2","merchant__bigboxretailer","246.78","2023-11-28 12:30:11","2023-11-28 12:30:11"
"R-O57YFEGT","O-FRJOYKEW","P-Z1MH6RU4","C-PIS06T00","30.85","3","merchant__bigboxretailer","38.68","2023-11-28 13:24:27","2023-11-28 13:24:27"
"R-VIZS2Y8W","O-7J4KV5EL","P-FIILZP9M","C-XA2YBUKO","346.19","5","merchant__bigboxretailer","618.42","2023-11-28 14:29:15","2023-11-28 14:29:15"
"R-UWH7YIX6","O-Q5RALX4C","P-4KW88B3C","C-J8329HPC","492.03","4","merchant__electronics","931.27","2023-11-28 17:35:31","2023-11-28 17:35:31"
"R-6I4B0VJE","O-EOR6RIE4","P-4CG2IOLF","C-1EAZIG6S","274.18","8","merchant__electronics","751.72","2023-11-28 17:55:07","2023-11-28 17:55:07"
"R-1BJRDBWA","O-W8R7HLVT","P-KTIPZKCX","C-RCG8Y8JH","669.38","5","merchant__electronics","589.19","2023-11-28 20:31:51","2023-11-28 20:31:51"
"R-SMN1TT1N","O-MEBW7GFL","P-TLNTAS8N","C-TUW5TF09","65.61","9","merchant__electronics","84.53","2023-11-28 21:03:41","2023-11-28 21:03:41"
"R-NBFHAGD0","O-FRJOYKEW","P-IATI6E7C","C-PIS06T00","343.43","7","merchant__bigboxretailer","709.0","2023-11-28 21:11:09","2023-11-28 21:11:09"
"R-VSAK16JO","O-TC3OZM35","P-I1EK2RA1","C-X6FU9638","256.29","9","merchant__electronics","495.77","2023-11-28 21:52:39","2023-11-28 21:52:39"
"R-TCMNS3N6","O-FRJOYKEW","P-9JXUBEF9","C-PIS06T00","342.26","8","merchant__bigboxretailer","489.74","2023-11-28 21:55:32","2023-11-28 21:55:32"
"R-71YNYXPM","O-WOHUN5DF","P-WJ02AIHW","C-DIU7ANHI","99.36","10","merchant__electronics","105.84","2023-11-29 00:41:04","2023-11-29 00:41:04"
"R-MMW0VEIV","O-VXI2DSX0","P-UUC7BMGK","C-AR4UTDSW","505.96","10","merchant__clothing","914.87","2023-11-29 06:15:31","2023-11-29 06:15:31"
"R-EC8UFXPH","O-JV9X9AAH","P-IATI6E7C","C-845RWIB4","141.17","7","merchant__bigboxretailer","355.91","2023-11-29 14:47:36","2023-11-29 14:47:36"
"R-Z9QSCWRW","O-EOR6RIE4","P-FKPTQI59","C-1EAZIG6S","10.7","2","merchant__electronics","641.94","2023-11-29 21:15:31","2023-11-29 21:15:31"
"R-HOOBJEBW","O-C9XYKY0P","P-IATI6E7C","C-J00LMKIS","524.58","3","merchant__bigboxretailer","520.65","2023-11-29 21:27:37","2023-11-29 21:27:37"
"R-7CF8OSWK","O-7J4KV5EL","P-KODMDODH","C-XA2YBUKO","755.15","5","merchant__bigboxretailer","506.4","2023-11-29 21:44:30","2023-11-29 21:44:30"
"R-KMBUAFBL","O-2DVEY4SR","P-Z59F8USY","C-DJ1MJMRQ","61.3","7","merchant__clothing","197.32","2023-11-30 07:16:55","2023-11-30 07:16:55"
"R-58PP4B10","O-O5C7NOSA","P-QCFV8W45","C-H6UUE9M4","248.94","3","merchant__electronics","215.24","2023-11-30 09:29:41","2023-11-30 09:29:41"
"R-5VU0ASFS","O-BGWF13OX","P-1RZN2MS3","C-IVDYT0IE","185.82","10","merchant__bigboxretailer","319.33","2023-11-30 12:26:57","2023-11-30 12:26:57"
"R-P4RAIGC8","O-ECV8B31Z","P-VWPB01YN","C-P2PXNRO4","223.9","4","merchant__bigboxretailer","597.71","2023-11-30 12:45:32","2023-11-30 12:45:32"
"R-C8BWQDCI","O-EOR6RIE4","P-WXWJ1PQH","C-1EAZIG6S","871.4","9","merchant__electronics","716.78","2023-11-30 13:09:00","2023-11-30 13:09:00"
"R-4KFLW6IW","O-4G9ORIZX","P-ZHBUWTA0","C-Z3LIMVRD","17.12","9","merchant__electronics","428.16","2023-11-30 13:27:53","2023-11-30 13:27:53"
"R-O5LT9EKI","O-ECV8B31Z","P-9JXUBEF9","C-P2PXNRO4","525.7","1","merchant__bigboxretailer","406.76","2023-11-30 14:20:54","2023-11-30 14:20:54"
"R-50XSHWDQ","O-YFN16O01","P-KTIPZKCX","C-JHVY4N8H","264.91","10","merchant__electronics","839.19","2023-11-30 17:22:29","2023-11-30 17:22:29"
"R-9EEF5ORA","O-04P3RMUA","P-QCFV8W45","C-2G2DBOYI","37.17","2","merchant__electronics","98.64","2023-11-30 20:37:56","2023-11-30 20:37:56"
