"monthly_inventory_id","product__product_id","inventory_month","monthly_quantity_eom","wdf__client_id","monthly_quantity_bom","date"
"M-GH5MKC1E","P-GG6SRFRI","2023-06-01","113","merchant__electronics","113","2023-06-01 00:00:00"
"M-9YMN39JL","P-MBVSWRQE","2023-06-01","464","merchant__electronics","464","2023-06-01 00:00:00"
"M-18BNABWN","P-WC5UB7OD","2023-06-01","378","merchant__electronics","378","2023-06-01 00:00:00"
"M-A824M4R9","P-33JGK6R3","2023-06-01","38","merchant__electronics","38","2023-06-01 00:00:00"
"M-F413QACO","P-I40CH1VY","2023-06-01","607","merchant__electronics","607","2023-06-01 00:00:00"
"M-0E9B7CD7","P-LCNYTMRM","2023-06-01","99","merchant__electronics","99","2023-06-01 00:00:00"
"M-VSFNH1W7","P-FKL70JPO","2023-06-01","579","merchant__electronics","579","2023-06-01 00:00:00"
"M-KEOH2HD7","P-PDBC8R3I","2023-06-01","956","merchant__electronics","956","2023-06-01 00:00:00"
"M-7LC22M3Z","P-BLJ9N6B1","2023-06-01","207","merchant__electronics","207","2023-06-01 00:00:00"
"M-10K5RFLG","P-GK4GAM4E","2023-06-01","388","merchant__electronics","388","2023-06-01 00:00:00"
"M-M7Y5ZS2W","P-RGWCH2QE","2023-06-01","828","merchant__electronics","828","2023-06-01 00:00:00"
"M-8OZ16ZK0","P-18Z2UEJ2","2023-06-01","721","merchant__electronics","721","2023-06-01 00:00:00"
"M-LK0M9WXE","P-CQTSDEI3","2023-06-01","752","merchant__electronics","752","2023-06-01 00:00:00"
"M-YHRVFR13","P-YDFVJOZ9","2023-06-01","743","merchant__electronics","743","2023-06-01 00:00:00"
"M-OAS63570","P-XHSAEDLK","2023-06-01","589","merchant__electronics","589","2023-06-01 00:00:00"
"M-DVBTX43B","P-0O7TA9NL","2023-06-01","456","merchant__electronics","456","2023-06-01 00:00:00"
"M-NVTBA7IU","P-9VGAX24L","2023-06-01","180","merchant__electronics","180","2023-06-01 00:00:00"
"M-IUPNQ4DI","P-O4AYKOW8","2023-06-01","839","merchant__electronics","839","2023-06-01 00:00:00"
"M-H2M8RVGL","P-0S9Y7C8H","2023-06-01","743","merchant__electronics","743","2023-06-01 00:00:00"
"M-VAGCTK65","P-3WHQ8JB1","2023-06-01","104","merchant__electronics","104","2023-06-01 00:00:00"
"M-VH78OQAS","P-WLIINZZA","2023-06-01","415","merchant__electronics","415","2023-06-01 00:00:00"
"M-KZL81UTQ","P-KBM2MXOA","2023-06-01","637","merchant__electronics","637","2023-06-01 00:00:00"
"M-SB2Y19T8","P-G1EAU5X7","2023-06-01","87","merchant__electronics","87","2023-06-01 00:00:00"
"M-030J5AUQ","P-43WKFSAY","2023-06-01","311","merchant__electronics","311","2023-06-01 00:00:00"
"M-9H4H60ZF","P-D74LH52Z","2023-06-01","642","merchant__electronics","642","2023-06-01 00:00:00"
"M-NR68GWIL","P-9584CF34","2023-06-01","261","merchant__electronics","261","2023-06-01 00:00:00"
"M-OGK3K4B4","P-6W0RXJIJ","2023-06-01","803","merchant__electronics","803","2023-06-01 00:00:00"
"M-W3XBSDD8","P-9E2QWWYF","2023-07-01","2136","merchant__clothing","2378","2023-07-01 00:00:00"
"M-ELNSRIVN","P-VVFU1JSD","2023-07-01","2496","merchant__clothing","2763","2023-07-01 00:00:00"
"M-Q0L6LGOA","P-UWZBNWBF","2023-07-01","2936","merchant__clothing","3173","2023-07-01 00:00:00"
"M-7KT6AJI2","P-QJM9CGOC","2023-07-01","2674","merchant__clothing","2941","2023-07-01 00:00:00"
"M-3Z42Q1DB","P-AP2VLH9R","2023-07-01","2248","merchant__clothing","2538","2023-07-01 00:00:00"
"M-LTPI9CUH","P-F7E5IX2B","2023-07-01","2270","merchant__clothing","2500","2023-07-01 00:00:00"
"M-KBHZEW0D","P-WELC80UL","2023-07-01","2371","merchant__clothing","2586","2023-07-01 00:00:00"
"M-WZ16FET4","P-IZ01YCC0","2023-07-01","2277","merchant__clothing","2469","2023-07-01 00:00:00"
"M-TO55SIC8","P-Z8YAFBZT","2023-07-01","1973","merchant__clothing","2218","2023-07-01 00:00:00"
"M-YWLH229P","P-SF7F2R8W","2023-07-01","2816","merchant__clothing","3066","2023-07-01 00:00:00"
"M-GAN00U1M","P-HYD6V6R6","2023-07-01","2323","merchant__clothing","2615","2023-07-01 00:00:00"
"M-7BBWTH54","P-LYKV1PFD","2023-07-01","2767","merchant__clothing","3014","2023-07-01 00:00:00"
"M-DZHQYMIA","P-86QVHCKN","2023-07-01","2329","merchant__clothing","2566","2023-07-01 00:00:00"
"M-HKB3C2FB","P-CT29LLIB","2023-07-01","2129","merchant__clothing","2331","2023-07-01 00:00:00"
"M-LSSCYOSP","P-2C2DM5TS","2023-07-01","3080","merchant__clothing","3306","2023-07-01 00:00:00"
"M-RF6G1OJZ","P-2CM3ADX9","2023-07-01","3185","merchant__clothing","3469","2023-07-01 00:00:00"
"M-VIO5Z0DY","P-LC1GVCVA","2023-07-01","1945","merchant__clothing","2128","2023-07-01 00:00:00"
"M-KRDNPH7W","P-81930YFA","2023-07-01","2763","merchant__clothing","2996","2023-07-01 00:00:00"
"M-QEUNG03I","P-J8QNCOER","2023-07-01","2884","merchant__clothing","3203","2023-07-01 00:00:00"
"M-FZFH09VN","P-5MBMB0WZ","2023-07-01","2843","merchant__clothing","3062","2023-07-01 00:00:00"
"M-9FWL6J58","P-1FJ5TPIN","2023-07-01","2303","merchant__clothing","2577","2023-07-01 00:00:00"
"M-FC7XJFND","P-SLNK6RR7","2023-07-01","2787","merchant__clothing","3079","2023-07-01 00:00:00"
"M-M59I4WQH","P-2TVAJ7B5","2023-07-01","2815","merchant__clothing","3058","2023-07-01 00:00:00"
"M-E6SGS5OR","P-CEAA4SO6","2023-07-01","2607","merchant__clothing","2839","2023-07-01 00:00:00"
"M-KT88C2HO","P-6H7X4WKL","2023-07-01","2450","merchant__clothing","2724","2023-07-01 00:00:00"
"M-ENC8W73I","P-6NI7O7PQ","2023-07-01","2414","merchant__clothing","2595","2023-07-01 00:00:00"
"M-7E0KGO6I","P-EBTAOP0H","2023-07-01","2570","merchant__clothing","2818","2023-07-01 00:00:00"
"M-3ENMZTSK","P-NXER8PK7","2023-07-01","2571","merchant__clothing","2821","2023-07-01 00:00:00"
"M-53P8GU4H","P-72ZJFVDT","2023-07-01","2976","merchant__clothing","3217","2023-07-01 00:00:00"
"M-TYEMHHBF","P-6FVM832Y","2023-07-01","2664","merchant__clothing","2874","2023-07-01 00:00:00"
"M-YJHO0PED","P-IEU0ZQOA","2023-07-01","2398","merchant__clothing","2623","2023-07-01 00:00:00"
"M-C2X2A1IT","P-M35CA2E9","2023-07-01","2667","merchant__clothing","2923","2023-07-01 00:00:00"
"M-GUPWFPPX","P-KG7R8M2L","2023-07-01","2844","merchant__clothing","3141","2023-07-01 00:00:00"
"M-18D2PFO3","P-TYYC4TYQ","2023-07-01","2193","merchant__clothing","2425","2023-07-01 00:00:00"
"M-QCZ4FUQ6","P-SYY6JT1Q","2023-07-01","2976","merchant__clothing","3246","2023-07-01 00:00:00"
"M-9J8YWI5O","P-WKDWO58J","2023-07-01","2563","merchant__clothing","2845","2023-07-01 00:00:00"
"M-GM7JLJ1M","P-G75MYA3L","2023-07-01","2092","merchant__clothing","2428","2023-07-01 00:00:00"
"M-3SD4PG27","P-9NPZMJMF","2023-07-01","2315","merchant__clothing","2461","2023-07-01 00:00:00"
"M-5AWGTANA","P-OPA3WYFJ","2023-07-01","2205","merchant__clothing","2544","2023-07-01 00:00:00"
"M-X5EECQEY","P-2J8Y2UV0","2023-07-01","2001","merchant__clothing","2320","2023-07-01 00:00:00"
"M-WUTRDAXS","P-HY4II61Y","2023-07-01","2626","merchant__clothing","2874","2023-07-01 00:00:00"
"M-UWXKFP22","P-1ILMUXUR","2023-07-01","2316","merchant__clothing","2515","2023-07-01 00:00:00"
"M-WB61IBAX","P-Q3DDHVO9","2023-07-01","2129","merchant__clothing","2370","2023-07-01 00:00:00"
"M-KG6WP020","P-7YUZFE6E","2023-07-01","3028","merchant__clothing","3240","2023-07-01 00:00:00"
"M-UTSC59ZI","P-W9FP7F15","2023-07-01","2230","merchant__clothing","2480","2023-07-01 00:00:00"
"M-2UPZR3KX","P-T4L7LL0Z","2023-07-01","2041","merchant__clothing","2273","2023-07-01 00:00:00"
"M-TATPF1NJ","P-SRSOUJM9","2023-07-01","2811","merchant__clothing","3052","2023-07-01 00:00:00"
"M-IYQR3T79","P-HSDMHDL8","2023-07-01","2396","merchant__clothing","2630","2023-07-01 00:00:00"
"M-ONCFW4T1","P-PUEZLWDA","2023-07-01","2495","merchant__clothing","2754","2023-07-01 00:00:00"
"M-ARJPDC8J","P-M12YKA1Z","2023-07-01","2071","merchant__clothing","2388","2023-07-01 00:00:00"
"M-5ORCEZ2P","P-N1M7DVQ3","2023-07-01","2156","merchant__clothing","2407","2023-07-01 00:00:00"
"M-7RU1E6UJ","P-8QKO0364","2023-07-01","2387","merchant__clothing","2650","2023-07-01 00:00:00"
"M-RT1NG0VN","P-3W7QPD97","2023-07-01","178","merchant__clothing","178","2023-07-01 00:00:00"
"M-0TSTZEPB","P-ULHRG4GB","2023-07-01","24","merchant__clothing","24","2023-07-01 00:00:00"
"M-DARFSHRW","P-3Y7S5IDJ","2023-07-01","843","merchant__clothing","843","2023-07-01 00:00:00"
"M-8HPRX7OA","P-0UMDKDI8","2023-07-01","798","merchant__clothing","798","2023-07-01 00:00:00"
"M-OUE8QBC2","P-B133E5GU","2023-07-01","934","merchant__clothing","934","2023-07-01 00:00:00"
"M-IA8A3V2E","P-71K5EPIZ","2023-07-01","299","merchant__clothing","299","2023-07-01 00:00:00"
"M-O9GYTHKB","P-C62GOWS4","2023-07-01","26","merchant__clothing","26","2023-07-01 00:00:00"
"M-58OZO2AH","P-S9SV88ZB","2023-07-01","9","merchant__clothing","9","2023-07-01 00:00:00"
"M-BQYTJQGX","P-PICZSIFB","2023-07-01","117","merchant__clothing","117","2023-07-01 00:00:00"
"M-C1Q453OD","P-8Q7E4XWL","2023-07-01","970","merchant__clothing","970","2023-07-01 00:00:00"
"M-9EAP68JJ","P-ZB7UQRXA","2023-07-01","521","merchant__clothing","521","2023-07-01 00:00:00"
"M-BJBRFP6M","P-YLYHG9DI","2023-07-01","85","merchant__clothing","85","2023-07-01 00:00:00"
"M-LCWMT2RT","P-GG6SRFRI","2023-07-01","794","merchant__clothing","794","2023-07-01 00:00:00"
"M-B4N372G3","P-MBVSWRQE","2023-07-01","688","merchant__clothing","688","2023-07-01 00:00:00"
"M-955L4S48","P-WC5UB7OD","2023-07-01","755","merchant__clothing","755","2023-07-01 00:00:00"
"M-Q0V34D85","P-33JGK6R3","2023-07-01","421","merchant__clothing","421","2023-07-01 00:00:00"
"M-RD8P5Q55","P-I40CH1VY","2023-07-01","207","merchant__clothing","207","2023-07-01 00:00:00"
"M-KSR9CPO0","P-LCNYTMRM","2023-07-01","756","merchant__clothing","756","2023-07-01 00:00:00"
"M-1DHMNF6B","P-FKL70JPO","2023-07-01","803","merchant__clothing","803","2023-07-01 00:00:00"
"M-S0QDWA0U","P-PDBC8R3I","2023-07-01","395","merchant__clothing","395","2023-07-01 00:00:00"
"M-KDEVQPF2","P-BLJ9N6B1","2023-07-01","588","merchant__clothing","588","2023-07-01 00:00:00"
"M-6RWUA1GI","P-GK4GAM4E","2023-07-01","521","merchant__clothing","521","2023-07-01 00:00:00"
"M-S5RGNNAY","P-RGWCH2QE","2023-07-01","985","merchant__clothing","985","2023-07-01 00:00:00"
"M-SKMTHOA8","P-18Z2UEJ2","2023-07-01","425","merchant__clothing","425","2023-07-01 00:00:00"
"M-IBB5V0AI","P-CQTSDEI3","2023-07-01","847","merchant__clothing","847","2023-07-01 00:00:00"
"M-FG0WEX9G","P-YDFVJOZ9","2023-07-01","623","merchant__clothing","623","2023-07-01 00:00:00"
"M-XEIJTWM6","P-XHSAEDLK","2023-07-01","10","merchant__clothing","10","2023-07-01 00:00:00"
"M-CCRXQ7SQ","P-0O7TA9NL","2023-07-01","666","merchant__clothing","666","2023-07-01 00:00:00"
"M-B296Y7RM","P-9VGAX24L","2023-07-01","93","merchant__clothing","93","2023-07-01 00:00:00"
"M-ZSTB55Z1","P-O4AYKOW8","2023-07-01","476","merchant__clothing","476","2023-07-01 00:00:00"
"M-SY0TC0UE","P-0S9Y7C8H","2023-07-01","928","merchant__clothing","928","2023-07-01 00:00:00"
"M-7N9HQEMJ","P-3WHQ8JB1","2023-07-01","229","merchant__clothing","229","2023-07-01 00:00:00"
"M-PP7PUWSN","P-WLIINZZA","2023-07-01","762","merchant__clothing","762","2023-07-01 00:00:00"
"M-7KXYKEGX","P-KBM2MXOA","2023-07-01","55","merchant__clothing","55","2023-07-01 00:00:00"
"M-PDFMQU55","P-G1EAU5X7","2023-07-01","2927","merchant__clothing","3094","2023-07-01 00:00:00"
"M-R2NPET7T","P-43WKFSAY","2023-07-01","2713","merchant__clothing","2972","2023-07-01 00:00:00"
"M-1B8AZZVB","P-D74LH52Z","2023-07-01","2410","merchant__clothing","2620","2023-07-01 00:00:00"
"M-O4W3L8HL","P-9584CF34","2023-07-01","2821","merchant__clothing","3021","2023-07-01 00:00:00"
"M-IPVSQ7LM","P-6W0RXJIJ","2023-07-01","2255","merchant__clothing","2421","2023-07-01 00:00:00"
"M-YLUXQAI0","P-9E2QWWYF","2023-07-01","107","merchant__bigboxretailer","107","2023-07-01 00:00:00"
"M-9YMYJHPR","P-VVFU1JSD","2023-07-01","607","merchant__bigboxretailer","607","2023-07-01 00:00:00"
"M-YCZGLFQW","P-UWZBNWBF","2023-07-01","760","merchant__bigboxretailer","760","2023-07-01 00:00:00"
"M-N81KI1UZ","P-QJM9CGOC","2023-07-01","974","merchant__bigboxretailer","974","2023-07-01 00:00:00"
"M-20QAT4NA","P-AP2VLH9R","2023-07-01","331","merchant__bigboxretailer","331","2023-07-01 00:00:00"
"M-NVHGEE33","P-F7E5IX2B","2023-07-01","756","merchant__bigboxretailer","756","2023-07-01 00:00:00"
"M-M38MQTA4","P-WELC80UL","2023-07-01","750","merchant__bigboxretailer","750","2023-07-01 00:00:00"
"M-F237WJVF","P-IZ01YCC0","2023-07-01","293","merchant__bigboxretailer","293","2023-07-01 00:00:00"
"M-3UI4O8EZ","P-Z8YAFBZT","2023-07-01","801","merchant__bigboxretailer","801","2023-07-01 00:00:00"
"M-ZD324JS2","P-SF7F2R8W","2023-07-01","276","merchant__bigboxretailer","276","2023-07-01 00:00:00"
"M-9X2YMCLA","P-HYD6V6R6","2023-07-01","838","merchant__bigboxretailer","838","2023-07-01 00:00:00"
"M-PJSHOQD1","P-LYKV1PFD","2023-07-01","774","merchant__bigboxretailer","774","2023-07-01 00:00:00"
"M-U1QOVQ1N","P-86QVHCKN","2023-07-01","781","merchant__bigboxretailer","781","2023-07-01 00:00:00"
"M-JQ55ISD2","P-CT29LLIB","2023-07-01","167","merchant__bigboxretailer","167","2023-07-01 00:00:00"
"M-GULB714C","P-2C2DM5TS","2023-07-01","438","merchant__bigboxretailer","438","2023-07-01 00:00:00"
"M-SM1KQ1PK","P-2CM3ADX9","2023-07-01","865","merchant__bigboxretailer","865","2023-07-01 00:00:00"
"M-OU9XBDCS","P-LC1GVCVA","2023-07-01","990","merchant__bigboxretailer","990","2023-07-01 00:00:00"
"M-L9Y6F7R9","P-81930YFA","2023-07-01","125","merchant__bigboxretailer","125","2023-07-01 00:00:00"
"M-AAXQZX2F","P-J8QNCOER","2023-07-01","981","merchant__bigboxretailer","981","2023-07-01 00:00:00"
"M-Z1YS5C0Z","P-5MBMB0WZ","2023-07-01","755","merchant__bigboxretailer","755","2023-07-01 00:00:00"
"M-RT6H707B","P-1FJ5TPIN","2023-07-01","698","merchant__bigboxretailer","698","2023-07-01 00:00:00"
"M-19R3P924","P-SLNK6RR7","2023-07-01","317","merchant__bigboxretailer","317","2023-07-01 00:00:00"
"M-BXRZIGUG","P-2TVAJ7B5","2023-07-01","129","merchant__bigboxretailer","129","2023-07-01 00:00:00"
"M-AWIU4ZR2","P-CEAA4SO6","2023-07-01","636","merchant__bigboxretailer","636","2023-07-01 00:00:00"
"M-NEX5E6L6","P-6H7X4WKL","2023-07-01","968","merchant__bigboxretailer","968","2023-07-01 00:00:00"
"M-05EAGDKF","P-6NI7O7PQ","2023-07-01","570","merchant__bigboxretailer","570","2023-07-01 00:00:00"
"M-E5KF7RKY","P-EBTAOP0H","2023-07-01","776","merchant__bigboxretailer","776","2023-07-01 00:00:00"
"M-IX6PCP6D","P-NXER8PK7","2023-07-01","230","merchant__bigboxretailer","230","2023-07-01 00:00:00"
"M-MPB77WSU","P-72ZJFVDT","2023-07-01","847","merchant__bigboxretailer","847","2023-07-01 00:00:00"
"M-VG5ST3U6","P-6FVM832Y","2023-07-01","654","merchant__bigboxretailer","654","2023-07-01 00:00:00"
"M-PQP8NAWK","P-IEU0ZQOA","2023-07-01","978","merchant__bigboxretailer","978","2023-07-01 00:00:00"
"M-H8KPK6E1","P-M35CA2E9","2023-07-01","84","merchant__bigboxretailer","84","2023-07-01 00:00:00"
"M-T6TJF7JA","P-KG7R8M2L","2023-07-01","467","merchant__bigboxretailer","467","2023-07-01 00:00:00"
"M-N4M07V64","P-TYYC4TYQ","2023-07-01","826","merchant__bigboxretailer","826","2023-07-01 00:00:00"
"M-WOA2UMND","P-SYY6JT1Q","2023-07-01","320","merchant__bigboxretailer","320","2023-07-01 00:00:00"
"M-PQHQQCK0","P-WKDWO58J","2023-07-01","262","merchant__bigboxretailer","262","2023-07-01 00:00:00"
"M-YKYRO6A7","P-G75MYA3L","2023-07-01","379","merchant__bigboxretailer","379","2023-07-01 00:00:00"
"M-TQX9M83D","P-9NPZMJMF","2023-07-01","606","merchant__bigboxretailer","606","2023-07-01 00:00:00"
"M-43Q10QQN","P-OPA3WYFJ","2023-07-01","377","merchant__bigboxretailer","377","2023-07-01 00:00:00"
"M-GYF4TGPS","P-2J8Y2UV0","2023-07-01","831","merchant__bigboxretailer","831","2023-07-01 00:00:00"
"M-9X3PIKWU","P-HY4II61Y","2023-07-01","420","merchant__bigboxretailer","420","2023-07-01 00:00:00"
"M-M9PKHW31","P-1ILMUXUR","2023-07-01","899","merchant__bigboxretailer","899","2023-07-01 00:00:00"
"M-C9HMRXNW","P-Q3DDHVO9","2023-07-01","291","merchant__bigboxretailer","291","2023-07-01 00:00:00"
"M-WYS90O5C","P-7YUZFE6E","2023-07-01","705","merchant__bigboxretailer","705","2023-07-01 00:00:00"
"M-QE7NEH6A","P-W9FP7F15","2023-07-01","95","merchant__bigboxretailer","95","2023-07-01 00:00:00"
"M-T4YR9L2T","P-T4L7LL0Z","2023-07-01","811","merchant__bigboxretailer","811","2023-07-01 00:00:00"
"M-QAS44CNQ","P-SRSOUJM9","2023-07-01","776","merchant__bigboxretailer","776","2023-07-01 00:00:00"
"M-LNNVQUJG","P-HSDMHDL8","2023-07-01","900","merchant__bigboxretailer","900","2023-07-01 00:00:00"
"M-BXY13QSE","P-PUEZLWDA","2023-07-01","280","merchant__bigboxretailer","280","2023-07-01 00:00:00"
"M-0I1ZC1NH","P-M12YKA1Z","2023-07-01","24","merchant__bigboxretailer","24","2023-07-01 00:00:00"
"M-43IA4BJ9","P-N1M7DVQ3","2023-07-01","490","merchant__bigboxretailer","490","2023-07-01 00:00:00"
"M-VTPQAD8S","P-8QKO0364","2023-07-01","259","merchant__bigboxretailer","259","2023-07-01 00:00:00"
"M-K84RHU1A","P-3W7QPD97","2023-07-01","4477","merchant__bigboxretailer","5110","2023-07-01 00:00:00"
"M-ULVTUZWQ","P-ULHRG4GB","2023-07-01","4839","merchant__bigboxretailer","5349","2023-07-01 00:00:00"
"M-9G8KU3LN","P-3Y7S5IDJ","2023-07-01","4573","merchant__bigboxretailer","5039","2023-07-01 00:00:00"
"M-KE2JCBZO","P-0UMDKDI8","2023-07-01","4521","merchant__bigboxretailer","4986","2023-07-01 00:00:00"
"M-3SQF3K0K","P-B133E5GU","2023-07-01","4637","merchant__bigboxretailer","5168","2023-07-01 00:00:00"
"M-OS8QVYJX","P-71K5EPIZ","2023-07-01","4590","merchant__bigboxretailer","5129","2023-07-01 00:00:00"
"M-QVHELEJS","P-C62GOWS4","2023-07-01","4233","merchant__bigboxretailer","4764","2023-07-01 00:00:00"
"M-FXKDK9SU","P-S9SV88ZB","2023-07-01","4939","merchant__bigboxretailer","5486","2023-07-01 00:00:00"
"M-OOZ1FS7D","P-PICZSIFB","2023-07-01","4856","merchant__bigboxretailer","5437","2023-07-01 00:00:00"
"M-BY1RA5HA","P-8Q7E4XWL","2023-07-01","4552","merchant__bigboxretailer","5095","2023-07-01 00:00:00"
"M-3VXD8E4Q","P-ZB7UQRXA","2023-07-01","3871","merchant__bigboxretailer","4473","2023-07-01 00:00:00"
"M-EF80DEPD","P-YLYHG9DI","2023-07-01","4042","merchant__bigboxretailer","4488","2023-07-01 00:00:00"
"M-032HMVQF","P-GG6SRFRI","2023-07-01","4979","merchant__bigboxretailer","5527","2023-07-01 00:00:00"
"M-E1CVJPZS","P-MBVSWRQE","2023-07-01","4617","merchant__bigboxretailer","5137","2023-07-01 00:00:00"
"M-REIUYI0A","P-WC5UB7OD","2023-07-01","4952","merchant__bigboxretailer","5453","2023-07-01 00:00:00"
"M-F0C90T6Q","P-33JGK6R3","2023-07-01","4025","merchant__bigboxretailer","4449","2023-07-01 00:00:00"
"M-KXC4UIGS","P-I40CH1VY","2023-07-01","4557","merchant__bigboxretailer","5126","2023-07-01 00:00:00"
"M-FBALNECI","P-LCNYTMRM","2023-07-01","4776","merchant__bigboxretailer","5367","2023-07-01 00:00:00"
"M-7MH6MHEY","P-FKL70JPO","2023-07-01","4631","merchant__bigboxretailer","5095","2023-07-01 00:00:00"
"M-BYGTX71O","P-PDBC8R3I","2023-07-01","3771","merchant__bigboxretailer","4332","2023-07-01 00:00:00"
"M-EWA4B89B","P-BLJ9N6B1","2023-07-01","5144","merchant__bigboxretailer","5656","2023-07-01 00:00:00"
"M-FK6VQ3FM","P-GK4GAM4E","2023-07-01","4318","merchant__bigboxretailer","4793","2023-07-01 00:00:00"
"M-JIIQ6RS1","P-RGWCH2QE","2023-07-01","5137","merchant__bigboxretailer","5689","2023-07-01 00:00:00"
"M-J5TBAIS3","P-18Z2UEJ2","2023-07-01","5012","merchant__bigboxretailer","5493","2023-07-01 00:00:00"
"M-1G8E1G19","P-CQTSDEI3","2023-07-01","4644","merchant__bigboxretailer","4990","2023-07-01 00:00:00"
"M-R28XYNZT","P-YDFVJOZ9","2023-07-01","4464","merchant__bigboxretailer","4994","2023-07-01 00:00:00"
"M-42VK2BEQ","P-XHSAEDLK","2023-07-01","5016","merchant__bigboxretailer","5645","2023-07-01 00:00:00"
"M-G2DZC33D","P-0O7TA9NL","2023-07-01","4991","merchant__bigboxretailer","5468","2023-07-01 00:00:00"
"M-I60U1F1M","P-9VGAX24L","2023-07-01","4404","merchant__bigboxretailer","4900","2023-07-01 00:00:00"
"M-D1TN8OND","P-O4AYKOW8","2023-07-01","4987","merchant__bigboxretailer","5528","2023-07-01 00:00:00"
"M-NLXPLYCT","P-0S9Y7C8H","2023-07-01","4963","merchant__bigboxretailer","5451","2023-07-01 00:00:00"
"M-8V467DTI","P-3WHQ8JB1","2023-07-01","4131","merchant__bigboxretailer","4569","2023-07-01 00:00:00"
"M-75P8JNY8","P-WLIINZZA","2023-07-01","4722","merchant__bigboxretailer","5201","2023-07-01 00:00:00"
"M-PFDH0WVT","P-KBM2MXOA","2023-07-01","4695","merchant__bigboxretailer","5226","2023-07-01 00:00:00"
"M-YFHK7CI9","P-G1EAU5X7","2023-07-01","5074","merchant__bigboxretailer","5680","2023-07-01 00:00:00"
"M-B1BFGIH6","P-43WKFSAY","2023-07-01","4485","merchant__bigboxretailer","5030","2023-07-01 00:00:00"
"M-JEA182JT","P-D74LH52Z","2023-07-01","4833","merchant__bigboxretailer","5418","2023-07-01 00:00:00"
"M-4A60WIPP","P-9584CF34","2023-07-01","4944","merchant__bigboxretailer","5443","2023-07-01 00:00:00"
"M-473YP5WI","P-6W0RXJIJ","2023-07-01","4633","merchant__bigboxretailer","5254","2023-07-01 00:00:00"
"M-2WHJSZSR","P-9E2QWWYF","2023-07-01","7257","merchant__electronics","7988","2023-07-01 00:00:00"
"M-LD8YWI3L","P-VVFU1JSD","2023-07-01","7036","merchant__electronics","7866","2023-07-01 00:00:00"
"M-H1N3JNYU","P-UWZBNWBF","2023-07-01","7910","merchant__electronics","8692","2023-07-01 00:00:00"
"M-KVRU2VP6","P-QJM9CGOC","2023-07-01","7540","merchant__electronics","8429","2023-07-01 00:00:00"
"M-G91URUTE","P-AP2VLH9R","2023-07-01","7423","merchant__electronics","8342","2023-07-01 00:00:00"
"M-9HT8ZBAM","P-F7E5IX2B","2023-07-01","8149","merchant__electronics","8885","2023-07-01 00:00:00"
"M-X26Y7VD5","P-WELC80UL","2023-07-01","7757","merchant__electronics","8363","2023-07-01 00:00:00"
"M-B36HOFLQ","P-IZ01YCC0","2023-07-01","7715","merchant__electronics","8379","2023-07-01 00:00:00"
"M-0HKD91CK","P-Z8YAFBZT","2023-07-01","8099","merchant__electronics","8932","2023-07-01 00:00:00"
"M-ENDV7H4W","P-SF7F2R8W","2023-07-01","7927","merchant__electronics","8748","2023-07-01 00:00:00"
"M-YWUFERFF","P-HYD6V6R6","2023-07-01","7370","merchant__electronics","8137","2023-07-01 00:00:00"
"M-BI4KS2PF","P-LYKV1PFD","2023-07-01","7422","merchant__electronics","8269","2023-07-01 00:00:00"
"M-R7W15DQL","P-86QVHCKN","2023-07-01","7036","merchant__electronics","7841","2023-07-01 00:00:00"
"M-IV3Z0SZZ","P-CT29LLIB","2023-07-01","7661","merchant__electronics","8395","2023-07-01 00:00:00"
"M-3SU1Q3ML","P-2C2DM5TS","2023-07-01","7066","merchant__electronics","7821","2023-07-01 00:00:00"
"M-FA83025J","P-2CM3ADX9","2023-07-01","7317","merchant__electronics","8106","2023-07-01 00:00:00"
"M-2H1J2JT8","P-LC1GVCVA","2023-07-01","8039","merchant__electronics","8846","2023-07-01 00:00:00"
"M-YMAMQL4Y","P-81930YFA","2023-07-01","7916","merchant__electronics","8908","2023-07-01 00:00:00"
"M-VV8RCSH3","P-J8QNCOER","2023-07-01","7804","merchant__electronics","8650","2023-07-01 00:00:00"
"M-9CWYO286","P-5MBMB0WZ","2023-07-01","8083","merchant__electronics","8873","2023-07-01 00:00:00"
"M-U9J4IMTI","P-1FJ5TPIN","2023-07-01","343","merchant__electronics","343","2023-07-01 00:00:00"
"M-DXDIHKD8","P-SLNK6RR7","2023-07-01","438","merchant__electronics","438","2023-07-01 00:00:00"
"M-NZADSU6A","P-2TVAJ7B5","2023-07-01","190","merchant__electronics","190","2023-07-01 00:00:00"
"M-SQPMH9W6","P-CEAA4SO6","2023-07-01","532","merchant__electronics","532","2023-07-01 00:00:00"
"M-AM1D045Z","P-6H7X4WKL","2023-07-01","425","merchant__electronics","425","2023-07-01 00:00:00"
"M-H5MAMTKZ","P-6NI7O7PQ","2023-07-01","651","merchant__electronics","651","2023-07-01 00:00:00"
"M-FWAL6F0V","P-EBTAOP0H","2023-07-01","30","merchant__electronics","30","2023-07-01 00:00:00"
"M-TBV5DXIG","P-NXER8PK7","2023-07-01","981","merchant__electronics","981","2023-07-01 00:00:00"
"M-CIBLXHDY","P-72ZJFVDT","2023-07-01","914","merchant__electronics","914","2023-07-01 00:00:00"
"M-NNC1HD2J","P-6FVM832Y","2023-07-01","706","merchant__electronics","706","2023-07-01 00:00:00"
"M-1F72RWI3","P-IEU0ZQOA","2023-07-01","512","merchant__electronics","512","2023-07-01 00:00:00"
